time,ts_ms,price,volume
2025-09-23T02:00:00Z,1758594117706,0.9989,436.28
2025-09-23T02:00:00Z,1758594117751,0.9989,1382.65
2025-09-23T02:00:00Z,1758594117793,0.9989,243.41
2025-09-23T02:00:00Z,1758594118283,0.9989,1382.66
2025-09-23T02:00:00Z,1758594118303,0.9989,1122.98
2025-09-23T02:00:00Z,1758594118307,0.9989,24913.26
2025-09-23T02:00:00Z,1758594118796,0.9989,1382.66
2025-09-23T02:00:00Z,1758594119148,0.9989,108.43
2025-09-23T02:00:00Z,1758594119213,0.9989,24952.43
2025-09-23T02:00:00Z,1758594119338,0.9989,1382.67
2025-09-23T02:00:00Z,1758594119795,0.9989,1382.67
2025-09-23T02:00:00Z,1758594119818,0.9988,245.07
2025-09-23T02:00:00Z,1758594119846,0.9989,25052.36
2025-09-23T02:00:00Z,1758594120395,0.9989,1382.67
2025-09-23T02:00:00Z,1758594120810,0.9989,1382.67
2025-09-23T02:00:00Z,1758594121356,0.9989,16000.91
2025-09-23T02:00:00Z,1758594121356,0.9989,16002.21
2025-09-23T02:00:00Z,1758594121380,0.9989,7.0
2025-09-23T02:00:00Z,1758594121448,0.9989,1382.67
2025-09-23T02:00:00Z,1758594121514,0.9989,2717.96
2025-09-23T02:00:00Z,1758594121810,0.9989,246.45
2025-09-23T02:00:00Z,1758594122516,0.9989,1382.68
2025-09-23T02:00:00Z,1758594122551,0.9989,24897.15
2025-09-23T02:00:00Z,1758594122805,0.9989,1382.68
2025-09-23T02:00:00Z,1758594123120,0.9988,243.41
2025-09-23T02:00:00Z,1758594123356,0.9989,16000.91
2025-09-23T02:00:00Z,1758594123357,0.9989,16002.21
2025-09-23T02:00:00Z,1758594123378,0.9989,1382.69
2025-09-23T02:00:00Z,1758594123803,0.9989,1382.69
2025-09-23T02:00:00Z,1758594124376,0.9989,1382.69
2025-09-23T02:00:00Z,1758594124875,0.9989,1382.69
2025-09-23T02:00:00Z,1758594125356,0.9989,16002.21
2025-09-23T02:00:00Z,1758594125356,0.9989,16000.91
2025-09-23T02:00:00Z,1758594125371,0.9989,1382.69
2025-09-23T02:00:00Z,1758594125805,0.9989,1382.7
2025-09-23T02:00:00Z,1758594125851,0.9989,25121.1
2025-09-23T02:00:00Z,1758594126113,0.9989,244.83
2025-09-23T02:00:00Z,1758594126128,0.9989,1382.7
2025-09-23T02:00:00Z,1758594126129,0.9989,10011.01
2025-09-23T02:00:00Z,1758594126628,0.9989,1382.71
2025-09-23T02:00:00Z,1758594127005,0.9989,1382.71
2025-09-23T02:00:00Z,1758594127356,0.9989,16000.91
